id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
512,Beautiful loft,90320,Robert,Bronx,Mott Haven,40.84752,-74.08504,Entire home/apt,225,1,77,2/21/2018,9.53,5,118
352,Sunny room in the heart of NYC,97704,Emma,staten island,Tompkinsville,40.70457,-74.04105,Entire Home/Apt,237,30,55,16/05/2012,2.32,2,68
541,  Spacious 2BR  ,51470,Sarah,Staten Island,St. George,40.72341,-73.75085,Shared room,$394 ,2,355,2/16/2012,2.13,7,343
591,Modern studio,12385,Sofia,Staten Island,Tompkinsville,40.67793,-74.04953,Private room,322,30,151,12/23/2012,4.45,5,221
543,,70584,James,BROOKLYN,Bedford-Stuyvesant,40.54083,-73.91562,Private room,475,1,381,1/4/2012,1.88,15,14
468,Cozy apartment near park,56982,Sarah, Queens,Long Island City,40.85889,-74.01609,private room,386,2,376,6/24/2011,1.03,6,75
499,,14938,Olivia,Brooklyn,Bedford-Stuyvesant,40.75779,-74.0825,entire home/apt,6776,2,394,5/5/2012,6,18,4
134,Quiet private room,91133,Emma,Manhatan,Midtown,40.77099,-73.94015,Entire Home/Apt,318,5,220,4/1/2012,2.23,19,265
797,Modern studio,jdhja,, Queens,Flushing,40.84767,-74.03433,PRIVATE ROOM,388,3,212,8/11/2012,0.43,16,71
704,,98005,James,MANHATTAN,Chelsea,40.7784,-73.92035,private room,95770,2,36,6/2/2012,0.67,9,274
570,Sunny room in the heart of NYC,73029,Emma,Manhattan,Harlem,40.74326,-73.94824,Entire home/apt,445,1,282,13/01/2018,6.96,5,220
566,Modern studio,17671,Sarah,MANHATTAN,Midtown,40.64084,-73.85261,PRIVATE ROOM,453,365,70,8/14/2012,3.77,17,36
110,Beautiful loft,27497,David,The Bronx,Mott Haven,40.81495,-73.8898,PRIVATE ROOM,416,365,360,2/19/2016,0.63,19,280
432,Cozy apartment near park,17822,Emma,MANHATTAN,East Village,40.67152,-73.72323,Shared room,190,7,107,8/28/2018,,10,71
375,  Spacious 2BR  ,35108,Michael,QUEENS,Ridgewood,40.89783,-73.79453,Shared room,114,1,284,1/7/2018,0.56,6,93
263,,19141,,queens,Long Island City,40.77589,-73.98962,PRIVATE ROOM,425,365,261,10/19/2019,0.95,9,235
710,Quiet private room,61284,Michael,staten island,St. George,40.61475,-73.80761,entire home/apt,214,7,131,6/24/2013,4.32,14,153
695,Cozy apartment near park,13516,Robert,brooklyn,Bushwick,40.7532,-73.96411,entire home/apt,209,1,268,1/20/2015,9.82,6,30
501,Sunny room in the heart of NYC,37937,Anna,The Bronx,Mott Haven,40.65415,-73.95868,Entire home/apt,42,3,115,11/23/2017,4.92,12,56
761,Beautiful loft,17640,Olivia,Manhatan,Midtown,40.6899,-73.90851,PRIVATE ROOM,139,1,88,9/21/2017,5.42,17,36
967,Cozy apartment near park,51845,John,BROOKLYN,Greenpoint,40.74615,-73.74324,Entire home/apt,364,365,183,4/12/2016,5.68,3,75
149,,51335,Lisa,manhattan,Harlem,40.67604,-73.81103,private room,342,1,210,4/3/2018,1.41,12,63
887,Sunny room in the heart of NYC,95147,Chris,Bronx,Riverdale,40.84195,-73.80324,Private room,291,7,336,4/24/2019,3.93,15,281
919,Modern studio,57270,Emma,Staten island,Stapleton,40.51807,-73.8581,Entire Home/Apt,123,7,359,13/10/2015,5.47,1,135
870,  Spacious 2BR  ,9320,Anna,Brooklyn ,Kensington,40.66066,-73.9438,Shared room,150,2,276,20/01/2013,2.76,15,39
159,,75425,Chris,brooklyn,Bushwick,40.8382,-73.93478,Entire home/apt,0,5,234,10/4/2012,1.34,2,201
643,  Spacious 2BR  ,94929,,staten island,Stapleton,40.89568,-73.81409,private room,427,30,246,26/05/2011,8.28,17,20
800,,59884,,bronx,Riverdale,40.85661,-73.75913,PRIVATE ROOM,260,2,342,7/9/2015,5.31,8,20
565,Sunny room in the heart of NYC,48128,Lisa, Queens,Elmhurst,40.67363,-73.88859,Entire Home/Apt,133,2,44,11/22/2011,2.04,14,71
514,Beautiful loft,34557,Sarah,Queens,Elmhurst,40.56459,-73.98795,Entire home/apt,116,5,180,2/6/2012,7.72,15,132
24,Sunny room in the heart of NYC,63277,Emma,MANHATTAN,Midtown,40.7477,-74.06265,Entire Home/Apt,293,2,344,4/26/2015,1.48,20,23
730,Modern studio,???,,Manhatan,Chelsea,40.64783,-73.71183,Entire Home/Apt,382,1,9,6/14/2018,2.1,16,167
129,Sunny room in the heart of NYC,65634,David,Staten Island,Tompkinsville,40.72381,-73.70291,entire home/apt,73,2,292,22/03/2019,1.7,5,137
309,,9906,Sarah,BROOKLYN,Greenpoint,40.79373,-73.86451,entire home/apt,375,2,266,11/23/2016,3.14,1,5
275,Quiet private room,80377,Anna,queens,Astoria,40.62134,-73.80176,PRIVATE ROOM,241,3,77,2/5/2014,0.27,19,313
883,,91486,Emma,brooklyn,Bedford-Stuyvesant,40.6213,-73.75955,private room,$379 ,365,315,7/19/2017,9.95,8,251
504,,71282,Sarah,staten island,Tompkinsville,40.7407,-73.84536,entire home/apt,385,1,334,7/14/2014,4.98,8,273
243,,54970,Olivia,Queens,Elmhurst,40.60172,-73.76441,Entire home/apt,60,1,230,12/5/2016,5.61,4,131
363,Modern studio,77076,Emma,BROOKLYN,Greenpoint,40.85871,-73.83133,Shared room,491,1,203,4/4/2013,7.35,17,61
975,Beautiful loft,91474,Sofia,BROOKLYN,Greenpoint,40.67461,-73.88579,Entire home/apt,$425 ,5,281,2/24/2019,,16,291
709,,81295,Chris,Brooklyn ,Greenpoint,40.72546,-74.07043,Entire home/apt,420,30,292,5/22/2017,3.87,9,121
839,Quiet private room,39191,,Manhattan,Chelsea,40.83217,-73.98983,Private room,286,1,238,23/11/2011,0.39,8,351
787,Beautiful loft,43799,Chris,brooklyn,Bedford-Stuyvesant,40.76777,-73.77532,Private room,$282 ,5,315,8/9/2016,5.59,17,169
368,,78858,Emma,Brooklyn,Williamsburg,40.66026,-73.84868,Entire Home/Apt,$358 ,5,294,2/6/2012,5.17,14,332
958,Cozy apartment near park,96073,James,bronx,Concourse,40.68889,-74.05377,Shared room,161,1,kas;ksa,3/16/2019,8.05,3,275
552,Cozy apartment near park,57403,John,Manhatan,Upper West Side,40.52585,-73.98211,private room,185,30,20,5/27/2014,1.24,12,250
524,,61810,John,Staten island,Stapleton,40.66826,-74.01085,PRIVATE ROOM,0,30,282,7/2/2017,9.51,14,179
998,Quiet private room,30105,David,manhattan,Midtown,40.67708,-73.82028,Private room,384,2,267,10/1/2013,8.53,12,353
532,,95030,Sarah,Manhatan,Chelsea,40.7206,-73.98227,entire home/apt,77,30,223,7/7/2019,1.74,9,351
135,  Spacious 2BR  ,28114,, Queens,Elmhurst,40.63799,-74.09017,PRIVATE ROOM,383,1,151,2/4/2017,,17,159
250,  Spacious 2BR  ,60682,,Staten island,St. George,40.77757,-73.99125,private room,495,365,137,4/28/2017,1.83,20,148
918,Sunny room in the heart of NYC,50464,,BROOKLYN,Kensington,40.51761,-73.74017,PRIVATE ROOM,87,2,90,5/22/2018,5.54,12,114
16,Beautiful loft,15029,James,Manhatan,Chelsea,40.74467,-73.70511,Private room,308,365,4,5/22/2019,9.39,18,68
160,  Spacious 2BR  ,14848,Emma,manhattan,Chelsea,40.83276,-73.9695,Shared room,440,30,139,2/7/2014,7.8,6,299
494,Cozy apartment near park,23427,Robert,Manhattan,Midtown,40.87145,-73.89488,private room,$386 ,365,362,5/10/2019,2.97,8,137
49,,11527,Lisa,Manhatan,Harlem,40.68277,-73.81102,PRIVATE ROOM,81,7,335,16/02/2013,,11,354
862,Beautiful loft,43339,Olivia,staten island,Stapleton,40.5873,-74.07027,private room,$222 ,365,151,5/19/2015,7.26,2,86
995,  Spacious 2BR  ,25419,Chris,Staten island,St. George,40.70766,-73.70637,Entire home/apt,218,1,12,8/28/2013,1.79,11,65
685,Sunny room in the heart of NYC,41086,Chris,queens,Long Island City,40.79628,-73.79867,private room,310,1,255,6/12/2012,5.39,4,116
327,Cozy apartment near park,93183,Emma,Brooklyn ,Bedford-Stuyvesant,40.79271,-73.72003,Private room,$415 ,1,kjslkjs,4/21/2015,0.17,15,342
358,Sunny room in the heart of NYC,30607,Sofia,queens,Ridgewood,40.75418,-73.71036,Shared room,253,1,274,5/9/2014,2.98,20,293
777,Sunny room in the heart of NYC,11098,James,Manhattan,Midtown,40.81324,-73.75127,PRIVATE ROOM,56,1,147,8/14/2019,2.37,lksjlsa,100
128,,73642,Olivia,Queens,Astoria,40.60791,-74.047,Entire home/apt,257,1,220,9/18/2018,??,3,13
295,,92699,Emma,Staten island,St. George,40.53891,-73.97584,Entire home/apt,500,30,240,4/5/2014,2.59,11,186
386,,2032,Michael,Staten Island,St. George,40.88555,-73.9114,Private room,408,jalkjsa,299,4/10/2014,8.3,4,200
238,,33728,David,MANHATTAN,Chelsea,40.87885,-73.82676,Shared room,323,2,255,4/24/2014,8.73,20,105
168,Beautiful loft,20360,Daniel,Staten Island,St. George,40.6912,-73.96731,Entire home/apt,$142 ,1000,103,6/23/2013,9.19,19,165
433,,44286,Michael,QUEENS,Long Island City,40.81146,-73.88496,entire home/apt,415,5,300,10/26/2011,9.22,19,78
716,  Spacious 2BR  ,77831,Anna,The Bronx,Riverdale,40.76555,-74.04134,Entire Home/Apt,157,30,49,13/03/2011,3.8,12,87
81,Cozy apartment near park,15530,Chris,Brooklyn,Bushwick,40.74355,-73.9307,Private room,310,3,121,2/2/2015,4.2,16,318
898,Beautiful loft,90527,,queens,Ridgewood,40.76606,-73.97941,Entire home/apt,263,365,53,5/6/2013,0.91,13,11
335,  Spacious 2BR  ,44421,,Manhattan,Chelsea,40.56504,-73.97938,Shared room,259,1,207,15/03/2018,1.57,10,279
930,,44778,Maria,Bronx,Concourse,40.81957,-73.74965,Private room,430,1,324,7/11/2013,2.9,20,55
31,Sunny room in the heart of NYC,22465,Anna,Manhattan,Upper West Side,40.72559,-74.01281,Private room,272,3,392,3/20/2016,9.64,10,58
243,,54970,Olivia,Queens,Elmhurst,40.60172,-73.76441,Entire home/apt,60,1,230,12/5/2016,5.61,4,131
827,  Spacious 2BR  ,39736,,BRONX,Concourse,40.72692,-73.71855,Private room,334,7,88,11/5/2018,6.07,13,10
735,Cozy apartment near park,50155,Chris, Queens,Flushing,40.73459,-73.97088,Private room,262,1,63,18/06/2011,3.69,18,161
317,  Spacious 2BR  ,41283,Anna,bronx,Mott Haven,40.76153,-73.91151,Entire home/apt,$0 ,1000,23,12/21/2014,0.15,4,323
419,Sunny room in the heart of NYC,78045,Sarah,Staten Island,Stapleton,40.68568,-73.92876,PRIVATE ROOM,35,1000,317,6/21/2012,7.83,7,232
758,Sunny room in the heart of NYC,56345,Sarah,Manhattan,East Village,40.78336,-73.74092,entire home/apt,387,5,325,14/02/2019,0.35,3,223
700,Modern studio,25651,,staten island,Tompkinsville,40.62861,-73.90636,entire home/apt,42,7,156,5/25/2018,6.99,3,270
28,Quiet private room,55921,Emma, Queens,Elmhurst,40.80792,-73.72158,Entire home/apt,245,1,391,1/8/2017,,haha,199
413,Quiet private room,65751,,BRONX,Mott Haven,40.69714,-73.81838,Private room,$215 ,1000,107,4/27/2011,3.97,6,142
123,Cozy apartment near park,90658,Sarah,Staten Island,St. George,40.71058,-73.77391,Entire home/apt,153,3,203,13/06/2012,5.65,3,356
796,Beautiful loft,43412,Olivia,BROOKLYN,Williamsburg,40.5766,-74.07358,entire home/apt,216,1,129,27/03/2017,4.64,15,203
508,,13050,David,brooklyn,Greenpoint,40.85039,-73.87834,Private room,60524,3,292,5/23/2019,4.24,17,80
737,Quiet private room,72840,Emma,bronx,Mott Haven,40.66506,-73.79966,Entire home/apt,212,30,205,17/01/2019,6.42,3,202
503,Beautiful loft,43343,,QUEENS,Astoria,40.55864,-74.04089,PRIVATE ROOM,24482,30,369,2/4/2018,4.28,5,142
510,Modern studio,5242,Sarah,Brooklyn,Kensington,40.59581,-74.0349,Shared room,463,1,33,1/10/2014,1.89,8,103
455,Quiet private room,93280,Emma,MANHATTAN,Chelsea,40.53875,-73.7905,Entire home/apt,447,7,268,11/10/2017,4.32,5,90
120,,33208,James,staten island,St. George,40.58851,-74.04163,Shared room,53,3,283,5/5/2017,3.31,16,194
272,Cozy apartment near park,66700,Chris,MANHATTAN,Upper West Side,40.62197,-73.90403,Entire Home/Apt,37426,1,9,12/11/2016,6.26,9,120
880,,93550,Sofia,manhattan,Chelsea,40.66643,-73.71778,private room,444,1000,259,18/08/2017,2.8,11,85
603,,20741,Sofia,manhattan,East Village,40.83523,-73.89064,private room,102,1000,389,25/01/2014,2.53,2,159
278,Modern studio,53171,,Brooklyn ,Bedford-Stuyvesant,40.70748,-73.94176,PRIVATE ROOM,479,1,285,9/25/2017,9.63,10,97
840,Cozy apartment near park,17223,Anna,manhattan,Chelsea,40.85339,-74.05113,Private room,161,2,72,2/4/2012,6,18,269
900,Modern studio,49062,Daniel,BRONX,Mott Haven,40.81055,-74.00845,PRIVATE ROOM,284,30,60,7/5/2013,9.35,13,281
595,Sunny room in the heart of NYC,87824,David,Manhatan,Midtown,40.65688,-73.95715,Shared room,280,30,151,4/4/2012,4.2,14,228
450,  Spacious 2BR  ,50171,Sarah,MANHATTAN,Harlem,40.86258,-73.97991,PRIVATE ROOM,$467 ,365,78,6/12/2019,3.81,18,156
781,Modern studio,99202,Michael,QUEENS,Astoria,40.64945,-73.97418,private room,225,2,384,4/14/2011,7.51,,230
148,Beautiful loft,49177,Michael,MANHATTAN,Harlem,40.50371,-73.82176,Private room,295,1,216,8/3/2013,3.84,10,52
300,  Spacious 2BR  ,28684,David,Queens,Astoria,40.61288,-74.08753,Entire Home/Apt,$213 ,7,359,11/11/2017,3.83,6,195
408,Cozy apartment near park,73764,John,bronx,Riverdale,40.70017,-73.78685,private room,72,1,191,3/26/2019,5.38,15,216
725,Sunny room in the heart of NYC,48379,Anna,QUEENS,Long Island City,40.79317,-73.85206,Entire home/apt,-302,7,40,1/24/2018,0.89,20,301
458,,1404,Sofia,staten island,Tompkinsville,40.63723,-73.97391,private room,219,2,184,7/20/2017,,15,169
52,Sunny room in the heart of NYC,51422,Maria, Queens,Flushing,40.77104,-74.03681,Entire Home/Apt,65981,30,176,11/14/2015,2.51,16,154
871,Cozy apartment near park,70748,Michael,The Bronx,Concourse,40.67459,-73.90111,private room,349,1,66,9/19/2016,4.94,11,19
713,Quiet private room,42483,Olivia,MANHATTAN,Upper West Side,40.58258,-73.87304,entire home/apt,$256 ,1,139,11/13/2013,7.82,15,101
23,  Spacious 2BR  ,43237,Emma,queens,Long Island City,40.86112,-73.85379,entire home/apt,224,3,207,10/1/2019,2.11,15,296
315,Beautiful loft,58407,John,Queens,Elmhurst,40.72179,-73.71299,PRIVATE ROOM,361,2,153,2/21/2017,3.6,7,43
669,  Spacious 2BR  ,9693,Emma,BROOKLYN,Kensington,40.86543,-74.0814,entire home/apt,0,7,390,3/6/2019,,4,114
351,Modern studio,37505,,staten island,Stapleton,40.89114,-74.07412,private room,409,2,173,,1.24,19,217
210,,34425,,bronx,Mott Haven,40.88499,-73.80597,Shared room,$379 ,1,193,,2.65,1,82
642,Sunny room in the heart of NYC,62631,,MANHATTAN,Upper West Side,40.84883,-73.73645,Entire Home/Apt,339,2,236,,6.82,13,208
143,Beautiful loft,68425,,The Bronx,Mott Haven,40.82218,-73.87197,private room,135,365,143,,2.93,4,293
51,Quiet private room,77435,,BROOKLYN,Bushwick,40.72637,-73.78299,Shared room,155,1,89,,6.2,5,123
167,Modern studio,65517,,staten island,St. George,40.77905,-73.73441,Private room,192,1,360,,5.64,18,96
661,  Spacious 2BR  ,37289,,BRONX,Fordham,40.81224,-73.8873,Entire Home/Apt,77,365,44,,7.52,15,350
611,,33838,,staten island,Tompkinsville,40.74215,-74.01444,PRIVATE ROOM,$301 ,1,324,,5.61,4,250
82,Cozy apartment near park,52177,Chris,bronx,Mott Haven,40.72827,-74.02507,Shared room,344,1,268,,5.08,16,259
847,Beautiful loft,64605,Anna,Staten Island,Tompkinsville,40.60161,-73.96379,Entire Home/Apt,119,1,220,,5.72,14,248
322,Sunny room in the heart of NYC,4809,Sarah,MANHATTAN,East Village,40.64568,-74.01616,Private room,$52 ,3,171,1/4/2018,0.53,16,275
733,Modern studio,26551,Maria,The Bronx,Mott Haven,40.62567,-73.74671,PRIVATE ROOM,193,2,330,10/20/2014,2.96,17,31
957,  Spacious 2BR  ,30753,Michael,Brooklyn,Bedford-Stuyvesant,40.50588,-73.71721,Entire home/apt,333,3,358,19/09/2012,5.62,5,167
67,  Spacious 2BR  ,89895,Robert,brooklyn,Williamsburg,40.67725,-73.93039,PRIVATE ROOM,$375 ,1000,226,5/7/2017,,19,220
385,Beautiful loft,40441,Emma,manhattan,Harlem,40.57529,-74.08927,Private room,38,30,332,8/11/2013,8.42,15,275
858,  Spacious 2BR  ,36405,Emma,Queens,Elmhurst,40.57836,-73.86702,entire home/apt,471,30,328,11/5/2017,7.3,1,112
290,,21195,,Brooklyn ,Williamsburg,40.62093,-74.05511,Shared room,184,1,398,2/15/2014,0.26,7,247
949,Sunny room in the heart of NYC,48581,Anna,Staten Island,Stapleton,40.85908,-73.8737,Private room,315,30,270,3/10/2018,0.32,15,302
572,Quiet private room,93439,Emma,Manhatan,Harlem,40.89924,-74.04811,Shared room,365,7,245,11/3/2012,2.51,12,278
284,Quiet private room,55232,Sofia,BRONX,Fordham,40.65158,-74.07293,Entire home/apt,195,7,281,5/16/2012,1.23,17,140
493,Modern studio,52150,Maria,BRONX,Mott Haven,40.81776,-73.82248,Shared room,0,7,253,9/3/2019,4.38,13,260
548,Modern studio,97313,Chris,MANHATTAN,Harlem,40.61626,-74.00868,Entire home/apt,320,365,85,4/2/2013,8.04,12,171
65,,36818,Lisa,BRONX,Fordham,40.83806,-73.71018,PRIVATE ROOM,145,1000,314,1/20/2019,8.3,10,136
881,Cozy apartment near park,57112,David,QUEENS,Ridgewood,40.81504,-73.76337,entire home/apt,437,3,91,3/10/2019,9.11,11,42
265,Modern studio,51133,Robert,The Bronx,Fordham,40.85192,-73.92628,PRIVATE ROOM,-444,1,394,12/21/2014,9.29,2,324
443,Cozy apartment near park,53709,Michael,Manhattan,East Village,40.75071,-73.85013,private room,197,365,202,2/8/2017,1.07,11,165
263,,19141,,queens,Long Island City,40.77589,-73.98962,PRIVATE ROOM,425,365,261,10/19/2019,0.95,9,235
542,,68300,,queens,Ridgewood,40.87775,-73.8166,PRIVATE ROOM,469,1,258,8/3/2012,3.86,7,231
21,Modern studio,76574,John,BRONX,Fordham,40.88501,-73.99381,Entire home/apt,163,1,305,24/06/2017,4.37,7,261
436,Quiet private room,53328,Robert,Manhatan,East Village,40.73004,-73.97587,PRIVATE ROOM,273,2,257,5/7/2018,9.91,20,228
815,,43613,Chris,Manhatan,Harlem,40.83199,-74.0945,private room,32551,1,174,8/5/2014,7.25,14,63
741,Modern studio,89369,Lisa,Staten island,Stapleton,40.54508,-73.94502,Entire Home/Apt,237,1,380,4/25/2014,7.36,7,152
297,  Spacious 2BR  ,88766,Sarah,staten island,Stapleton,40.88956,-73.94647,entire home/apt,154,5,106,19/07/2017,5.45,3,120
492,Cozy apartment near park,55919,David,Staten Island,Stapleton,40.7202,-73.99899,Entire Home/Apt,95,365,177,8/21/2016,1.18,17,223
568,Quiet private room,44202,Emma,Bronx,Fordham,40.76129,-74.08709,private room,499,7,133,6/25/2014,1.4,2,280
262,Modern studio,68844,John,Staten island,Tompkinsville,40.80628,-73.72954,private room,309,3,184,8/13/2018,7.27,5,145
782,Cozy apartment near park,39721,Lisa,manhattan,Harlem,40.68654,-73.91392,Private room,159,2,237,7/2/2013,9.48,12,327
748,  Spacious 2BR  ,44621,Emma, Queens,Long Island City,40.80693,-74.04095,private room,269,30,345,12/7/2019,0.87,12,129
405,Beautiful loft,38401,James,BRONX,Concourse,40.50931,-73.92519,private room,0,7,12,13/06/2019,0.92,5,50
558,Sunny room in the heart of NYC,16864,Maria,Manhatan,Chelsea,40.74947,-74.01972,Entire Home/Apt,33,1,0,,,17,78
747,Beautiful loft,49924,Lisa,Brooklyn,Greenpoint,40.69541,-74.00739,PRIVATE ROOM,316,1,146,20/02/2016,4.57,12,241
614,,18255,Olivia,Staten island,Stapleton,40.75902,-73.88177,entire home/apt,272,1,19,1/20/2016,1.54,3,90
526,Sunny room in the heart of NYC,58331,Sofia,MANHATTAN,Midtown,40.65733,-74.07937,private room,128,1000,219,11/13/2013,1.75,8,162
874,Beautiful loft,46003,Anna,Staten Island,St. George,40.63607,-74.03423,private room,323,1,350,18/03/2016,7.23,13,247
189,,83710,Chris,Manhattan,East Village,40.56031,-73.70306,private room,57,5,209,3/11/2018,1.81,6,41
252,Quiet private room,2653,Michael, Queens,Flushing,40.83742,-73.71934,entire home/apt,46,1,136,18/02/2017,1.82,4,128
72,,12835,Emma,queens,Elmhurst,40.60987,-74.07753,Entire home/apt,353,365,37,8/15/2015,0.58,20,146
818,Modern studio,91427,,queens,Elmhurst,40.59377,-73.90564,Private room,$98 ,2,282,11/5/2019,2.68,4,189
431,Quiet private room,30829,Emma,bronx,Riverdale,40.81325,-73.93848,Entire home/apt,174,7,296,8/21/2011,9.89,8,76
841,,66099,Sarah,manhattan,Upper West Side,40.55388,-73.84239,Entire home/apt,131,2,20,1/24/2017,9.56,11,313
989,,45786,Anna,The Bronx,,,-73.98578,entire home/apt,$173 ,1,274,10/11/2011,9.17,6,156
965,Sunny room in the heart of NYC,4676,John,BRONX,,,-73.81833,entire home/apt,457,1,237,1/12/2019,7.43,8,345
940,,71630,Anna,Brooklyn ,,,-73.84329,private room,390,5,123,18/03/2012,9.6,13,262
734,,78836,Sarah,staten island,,,-74.08989,PRIVATE ROOM,182,7,40,8/25/2016,4.47,15,195
988,,36501,,Staten island,,,-73.93945,Entire Home/Apt,167,3,369,4/12/2016,4.37,13,288
751,Quiet private room,54230,Robert,Staten island,St. George,40.77758,-73.79867,Private room,262,1,258,8/5/2012,6.95,10,156
331,Beautiful loft,11085,James,Bronx,Concourse,40.61691,-73.85162,Entire Home/Apt,452,1,96,3/2/2018,8.98,4,147
446,,79390,,Brooklyn,Bushwick,40.53176,-74.04498,Private room,417,aa,151,3/13/2014,6.42,15,121
969,Beautiful loft,2055,Chris,queens,Long Island City,40.73242,-73.71473,Entire Home/Apt,464,5,115,13/01/2011,4.59,7,80
729,Sunny room in the heart of NYC,82065,Anna,Brooklyn,Bushwick,40.70751,-73.90231,Entire Home/Apt,$178 ,2,213,1/10/2018,1.59,14,322
366,,22001,,The Bronx,Riverdale,40.7741,-73.88604,Entire Home/Apt,215,2,226,13/01/2017,3.02,15,120
282,Quiet private room,82233,John,BROOKLYN,Kensington,40.5023,-73.74692,entire home/apt,285,2,111,14/08/2018,0.8,18,437
859,,65499,,Staten island,Tompkinsville,40.85417,-73.80959,entire home/apt,395,7,343,5/10/2013,0.2,16,47
719,Cozy apartment near park,50809,Sofia,staten island,St. George,40.76376,-73.96683,Shared room,418,1,66,12/19/2011,3.03,13,102
622,Modern studio,64249,John,MANHATTAN,Upper West Side,40.68258,-73.86961,Private room,254,7,374,8/27/2017,2.53,13,191
913,Cozy apartment near park,8198,Chris,Brooklyn,Bushwick,40.76413,-74.08948,Private room,464,30,26,8/27/2019,8.44,6,54
686,Modern studio,77263,Daniel,staten island,Stapleton,40.60587,-73.81704,entire home/apt,417,5,172,6/25/2018,,10,414
397,  Spacious 2BR  ,76030,Lisa,BRONX,Mott Haven,40.70211,-73.80721,PRIVATE ROOM,401,5,132,6/4/2019,7.57,1,63
208,Quiet private room,89542,,Manhattan,Harlem,40.61465,-73.99978,Private room,432,1,353,4/25/2015,0.33,18,231
509,Quiet private room,49690,James,MANHATTAN,Upper West Side,40.89039,-73.85797,Entire home/apt,124,1,354,8/11/2018,6.42,14,194
219,Quiet private room,42053,Sofia,manhattan,Harlem,40.69434,-73.96866,Shared room,490,3,355,19/10/2013,8.08,8,219
240,Sunny room in the heart of NYC,50732,,manhattan,Harlem,40.51303,-73.96108,private room,274,1,234,17/12/2012,3.16,19,419
564,Quiet private room,84544,Maria,MANHATTAN,East Village,40.83872,-74.07085,Entire home/apt,($178),5,310,3/11/2011,6.99,19,193
356,,23253,John, Queens,Astoria,40.52258,-74.00231,entire home/apt,212,2,331,10/3/2015,,1,156
872,Beautiful loft,37647,Daniel,manhattan,Chelsea,40.85789,-73.95586,Entire home/apt,$482 ,7,195,11/15/2016,0.39,18,344
193,  Spacious 2BR  ,16176,Michael,bronx,Fordham,40.85062,-73.99768,Shared room,$435 ,365,319,10/2/2011,1.09,14,10
281,Beautiful loft,24684,Maria,The Bronx,Fordham,40.76381,-74.03996,PRIVATE ROOM,201,1,91,10/7/2011,7.3,4,228
192,Cozy apartment near park,18197,Anna,Staten island,Stapleton,40.89819,-73.96291,private room,252,30,183,26/03/2014,0.2,7,114
602,Sunny room in the heart of NYC,19844,,Brooklyn ,Bedford-Stuyvesant,40.58962,-73.70992,Shared room,$395 ,7,394,12/8/2014,5.64,3,329
645,Modern studio,74864,James,Staten Island,Tompkinsville,40.68015,-73.99683,Shared room,257,3,304,3/5/2011,2.89,12,113
708,Cozy apartment near park,1773,Anna,BRONX,Mott Haven,40.77391,-73.93603,Private room,$192 ,365,8,11/12/2013,0.39,13,53
133,Sunny room in the heart of NYC,48124,Sarah,queens,Flushing,40.52959,-73.70372,Entire Home/Apt,246,30,298,9/17/2017,4.19,18,18
678,  Spacious 2BR  ,20902,David,manhattan,East Village,40.57735,-73.76627,PRIVATE ROOM,244,1,115,3/13/2015,7.26,7,299
424,Sunny room in the heart of NYC,18988,Lisa,brooklyn,Williamsburg,40.56971,-73.76099,Shared room,483,2,91,6/1/2014,9.11,13,10
253,Modern studio,34202,Maria,Staten Island,Stapleton,40.70846,-73.70715,Entire home/apt,406,30,199,6/6/2015,7.29,16,281
715,,16524,David,Queens,Flushing,40.67865,-73.96455,private room,328,1,148,2/26/2015,1.61,18,77
968,  Spacious 2BR  ,92154,Robert,staten island,Stapleton,40.67139,-73.7344,private room,7519,365,30,9/13/2012,4.4,8,134
264,Modern studio,13499,John,bronx,Mott Haven,40.72763,-74.01303,Shared room,77,1,370,6/8/2016,8.26,20,353
71,,74989,Olivia,manhattan,Harlem,40.80409,-73.8378,Private room,118,1,395,8/25/2018,7.6,20,229
273,Beautiful loft,32504,Michael, Queens,Astoria,40.85887,-73.83723,private room,145,1,373,9/22/2017,,19,351
599,Cozy apartment near park,31147,James,Manhatan,Chelsea,40.50546,-73.76181,entire home/apt,???,365,52,26/07/2019,0.43,8,144
328,Quiet private room,81281,Daniel,Staten Island,Stapleton,40.68572,-73.84664,entire home/apt,476,1,197,2/9/2016,4.26,18,138
116,Beautiful loft,55568,James,QUEENS,Astoria,40.57005,-73.8285,private room,480,365,253,6/21/2011,3.82,14,268
324,Sunny room in the heart of NYC,37779,Olivia,Staten Island,Tompkinsville,40.65493,-74.04544,Private room,342,2,323,7/5/2016,1.28,5,354
7,Quiet private room,40117,David,Brooklyn,Greenpoint,40.6174,-74.03674,PRIVATE ROOM,358,1,369,9/25/2015,5.08,17,54
706,,2862,Olivia,Staten Island,St. George,40.74613,-73.92476,PRIVATE ROOM,64,1,226,11/17/2011,7.69,5,162
418,Sunny room in the heart of NYC,50998,Anna,Brooklyn ,Bushwick,40.86765,-73.92323,PRIVATE ROOM,$430 ,3,312,2/4/2017,0.57,13,26
483,Beautiful loft,70349,Michael,Staten island,Tompkinsville,40.61934,-74.05713,Entire home/apt,345,5,369,7/12/2013,1.02,17,251
